PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Schiopu, AF; Hornoiu, RI; Padurean, MA; Nica, AM				Schiopu, Andreea F.; Hornoiu, Remus, I; Padurean, Mihaela A.; Nica, Ana-Maria			Virus tinged? Exploring the facets of virtual reality use in tourism as a result of the COVID-19 pandemic	TELEMATICS AND INFORMATICS				Article									[Schiopu, Andreea F.; Hornoiu, Remus, I; Padurean, Mihaela A.; Nica, Ana-Maria] Bucharest Univ Econ Studies, Bucharest, Romania		Schiopu, AF (通讯作者)，Bucharest Univ Econ Studies, Bucharest, Romania.	andreea.schiopu@com.ase.ro								36	37											JUL	2021	60								101575	10.1016/j.tele.2021.101575	http://dx.doi.org/10.1016/j.tele.2021.101575		FEB 2021											
J	Singh, S; Sharma, PK; Moon, SY; Moon, D; Park, JH				Singh, Saurabh; Sharma, Pradip Kumar; Moon, Seo Yeon; Moon, Daesung; Park, Jong Hyuk			A comprehensive study on APT attacks and countermeasures for future networks and communications: challenges and solutions	JOURNAL OF SUPERCOMPUTING				Article									[Singh, Saurabh; Sharma, Pradip Kumar; Moon, Seo Yeon; Park, Jong Hyuk] Seoul Natl Univ Sci & Technol SeoulTech, Dept Comp Sci & Engn, Seoul, South Korea; [Moon, Daesung] Elect & Telecommun Res Inst, Network Secur Res Team, Daejeon, South Korea		Park, JH (通讯作者)，Seoul Natl Univ Sci & Technol SeoulTech, Dept Comp Sci & Engn, Seoul, South Korea.	singh1989@seoultech.ac.kr; pradip@seoultech.ac.kr; moon.sy0621@seoultech.ac.kr; daesung@etri.re.kr; jhpark1@seoultech.ac.kr								270	280											AUG	2019	75	8			SI		4543	4574		10.1007/s11227-016-1850-4	http://dx.doi.org/10.1007/s11227-016-1850-4													
J	Akter, S; Michael, K; Uddin, MR; McCarthy, G; Rahman, M				Akter, Shahriar; Michael, Katina; Uddin, Muhammad Rajib; McCarthy, Grace; Rahman, Mahfuzur			Transforming business using digital innovations: the application of AI, blockchain, cloud and data analytics	ANNALS OF OPERATIONS RESEARCH				Article									[Akter, Shahriar; Uddin, Muhammad Rajib; McCarthy, Grace] Univ Wollongong, Sydney Business Sch, Sydney, NSW 2000, Australia; [Michael, Katina] Arizona State Univ, Sch Future Innovat Soc, Tempe, AZ 85287 USA; [Rahman, Mahfuzur] Univ Lincoln, Lincoln Int Business Sch, Lincoln LN5 7AT, England		Akter, S (通讯作者)，Univ Wollongong, Sydney Business Sch, Sydney, NSW 2000, Australia.	sakter@uow.edu.au; katina.michael@asu.edu; md.rajibuddin58@gmail.com; gracemc@uow.edu.au; MaRahman@lincoln.ac.uk								76	77											JAN	2022	308	1-2			SI		7	39		10.1007/s10479-020-03620-w	http://dx.doi.org/10.1007/s10479-020-03620-w		MAY 2020											
J	Mansouri, A; Wang, XY				Mansouri, Ali; Wang, Xingyuan			A novel one-dimensional sine powered chaotic map and its application in a new image encryption scheme	INFORMATION SCIENCES				Article									[Mansouri, Ali; Wang, Xingyuan] Dalian Univ Technol, Fac Elect Informat & Elect Engn, Dalian 116024, Peoples R China; [Wang, Xingyuan] Dalian Maritime Univ, Sch Informat Sci & Technol, Dalian 116026, Peoples R China		Wang, XY (通讯作者)，Dalian Univ Technol, Fac Elect Informat & Elect Engn, Dalian 116024, Peoples R China.	mansouriali@mail.dlut.edu.cn; wangxy@dlut.edu.cn								92	93											MAY	2020	520						46	62		10.1016/j.ins.2020.02.008	http://dx.doi.org/10.1016/j.ins.2020.02.008													
J	Theodoridis, GA; Gika, HG; Want, EJ; Wilson, ID				Theodoridis, Georgios A.; Gika, Helen G.; Want, Elizabeth J.; Wilson, Ian D.			Liquid chromatography-mass spectrometry based global metabolite profiling: A review	ANALYTICA CHIMICA ACTA				Review									[Theodoridis, Georgios A.] Aristotle Univ Thessaloniki, Dept Chem, Thessaloniki 54124, Greece; [Gika, Helen G.] Aristotle Univ Thessaloniki, Dept Chem Engn, Thessaloniki 54124, Greece; [Want, Elizabeth J.] Univ London Imperial Coll Sci Technol & Med, Dept Surg & Canc, Fac Med, London, England; [Wilson, Ian D.] AstraZeneca, Dept Clin Pharmacol Drug Metab & Pharmacokinet, Macclesfield, Cheshire, England; Univ London Imperial Coll Sci Technol & Med, Dept Biomol Med, London, England		Theodoridis, GA (通讯作者)，Aristotle Univ Thessaloniki, Dept Chem, Thessaloniki 54124, Greece.	gtheodor@chem.auth.gr								345	351											JAN 20	2012	711						7	16		10.1016/j.aca.2011.09.042	http://dx.doi.org/10.1016/j.aca.2011.09.042													
J	Jouguet, P; Kunz-Jacques, S; Leverrier, A; Grangier, P; Diamanti, E				Jouguet, Paul; Kunz-Jacques, Sebastien; Leverrier, Anthony; Grangier, Philippe; Diamanti, Eleni			Experimental demonstration of long-distance continuous-variable quantum key distribution	NATURE PHOTONICS				Article									[Jouguet, Paul; Diamanti, Eleni] Telecom ParisTech, CNRS, LTCI, F-75013 Paris, France; [Jouguet, Paul; Kunz-Jacques, Sebastien] SeQureNet, F-75013 Paris, France; [Leverrier, Anthony] Swiss Fed Inst Technol, Inst Theoret Phys, CH-8093 Zurich, Switzerland; [Leverrier, Anthony] INRIA Rocquencourt, F-78153 Le Chesnay, France; [Grangier, Philippe] Univ Paris 11, CNRS, Lab Charles Fabry, Inst Opt, F-91127 Palaiseau, France		Jouguet, P (通讯作者)，Telecom ParisTech, CNRS, LTCI, 46 Rue Barrault, F-75013 Paris, France.	paul.jouguet@telecom-paristech.fr								508	525											MAY	2013	7	5					378	381		10.1038/NPHOTON.2013.63	http://dx.doi.org/10.1038/NPHOTON.2013.63													
J	Tao, F; Sui, FY; Liu, A; Qi, QL; Zhang, M; Song, BY; Guo, ZR; Lu, SCY; Nee, AYC				Tao, Fei; Sui, Fangyuan; Liu, Ang; Qi, Qinglin; Zhang, Meng; Song, Boyang; Guo, Zirong; Lu, Stephen C. -Y.; Nee, A. Y. C.			Digital twin-driven product design framework	INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH				Article									[Tao, Fei; Sui, Fangyuan; Qi, Qinglin; Zhang, Meng; Song, Boyang; Guo, Zirong] Beihang Univ, Sch Automat Sci & Elect Engn, Beijing, Peoples R China; [Liu, Ang] Univ New South Wales, Sch Mech & Mfg Engn, Sydney, NSW, Australia; [Lu, Stephen C. -Y.] Univ Southern Calif, Dept Ind & Syst Engn, Los Angeles, CA USA; [Nee, A. Y. C.] Natl Univ Singapore, Dept Mech Engn, Singapore, Singapore		Tao, F (通讯作者)，Beihang Univ, Sch Automat Sci & Elect Engn, Beijing, Peoples R China.	ftao@buaa.edu.cn								291	320											JUN 18	2019	57	12			SI		3935	3953		10.1080/00207543.2018.1443229	http://dx.doi.org/10.1080/00207543.2018.1443229													
J	Sahoo, SR; Gupta, BB				Sahoo, Somya Ranjan; Gupta, B. B.			Multiple features based approach for automatic fake news detection on social networks using deep learning	APPLIED SOFT COMPUTING				Article									[Sahoo, Somya Ranjan; Gupta, B. B.] Natl Inst Technol Kurukshetra, Dept Comp Engn, Kurukshetra, Haryana, India; [Gupta, B. B.] Asia Univ, Dept Comp Sci & Informat Engn, Taichung, Taiwan; [Gupta, B. B.] Macquarie Univ, N Ryde, NSW, Australia		Gupta, BB (通讯作者)，Natl Inst Technol Kurukshetra, Dept Comp Engn, Kurukshetra, Haryana, India.	gupta.brij@gmail.com								72	73											MAR	2021	100								106983	10.1016/j.asoc.2020.106983	http://dx.doi.org/10.1016/j.asoc.2020.106983													
J	Lobe, B; Morgan, D; Hoffman, KA				Lobe, Bojana; Morgan, David; Hoffman, Kim A.			Qualitative Data Collection in an Era of Social Distancing	INTERNATIONAL JOURNAL OF QUALITATIVE METHODS				Article									[Lobe, Bojana] Univ Ljubljana, Fac Social Sci, Dept Social Informat & Methodol, Ljubljana, Slovenia; [Morgan, David] Portland State Univ, Portland, OR 97207 USA; [Hoffman, Kim A.] Oregon Hlth & Sci Univ, Oregon Hlth & Sci Univ State Univ Sch Publ Hlth, Portland, OR 97201 USA		Hoffman, KA (通讯作者)，Oregon Hlth & Sci Univ, Oregon Hlth & Sci Univ State Univ Sch Publ Hlth, Portland, OR 97201 USA.	hoffmaki@ohsu.edu								140	144											JUL 2	2020	19								1609406920937875	10.1177/1609406920937875	http://dx.doi.org/10.1177/1609406920937875													
J	Mi, C; Huang, YG; Fu, CH; Zhang, ZW; Postolache, O				Mi, Chao; Huang, Yage; Fu, Changhong; Zhang, Zhiwei; Postolache, Octavian			Vision-Based Measurement: Actualities and Developing Trends in Automated Container Terminals	IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE				Article									[Mi, Chao] Shanghai Maritime Univ, Container Supply Chain Technol Engn Res Ctr, Minist Educ, Shanghai, Peoples R China; [Huang, Yage] Shanghai Maritime Univ, Logist Engn Sch, Mechatron Engn, Shanghai, Peoples R China; [Fu, Changhong] Tongji Univ, Sch Mech Engn, Shanghai, Peoples R China; [Fu, Changhong] Nanyang Technol Univ, Singapore, Singapore; [Zhang, Zhiwei] Shanghai SMUVis Smart Technol Ltd, Shanghai, Peoples R China; [Postolache, Octavian] ISCTE Lisbon Univ Inst, Habilitat, Lisbon, Portugal; [Postolache, Octavian] Inst Telecommun, Lisbon, Portugal		Mi, C (通讯作者)，Shanghai Maritime Univ, Container Supply Chain Technol Engn Res Ctr, Minist Educ, Shanghai, Peoples R China.	chaomi@shmtu.edu.cn; huangyage@stu.shmtu.edu.cn; changhongfu@tongji.edu.cn; zhangzhiwei@smuvision.com; opostolache@lx.it.pt								33	33											JUN	2021	24	4					65	76		10.1109/MIM.2021.9448257	http://dx.doi.org/10.1109/MIM.2021.9448257													
J	Xu, DP; Li, Y; Meng, X; Zhou, T; Zhou, Y; Zheng, J; Zhang, JJ; Li, HB				Xu, Dong-Ping; Li, Ya; Meng, Xiao; Zhou, Tong; Zhou, Yue; Zheng, Jie; Zhang, Jiao-Jiao; Li, Hua-Bin			Natural Antioxidants in Foods and Medicinal Plants: Extraction, Assessment and Resources	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES				Review									[Xu, Dong-Ping; Li, Ya; Meng, Xiao; Zhou, Tong; Zhou, Yue; Zheng, Jie; Zhang, Jiao-Jiao; Li, Hua-Bin] Sun Yat Sen Univ, Sch Publ Hlth, Guangdong Prov Key Lab Food Nutr & Hlth, Guangzhou 510080, Guangdong, Peoples R China; [Li, Hua-Bin] Sun Yat Sen Univ, South China Sea Bioresource Exploitat & Utilizat, Guangzhou 510006, Guangdong, Peoples R China		Li, HB (通讯作者)，Sun Yat Sen Univ, Sch Publ Hlth, Guangdong Prov Key Lab Food Nutr & Hlth, Guangzhou 510080, Guangdong, Peoples R China.; Li, HB (通讯作者)，Sun Yat Sen Univ, South China Sea Bioresource Exploitat & Utilizat, Guangzhou 510006, Guangdong, Peoples R China.	xudp@mail2.sysu.edu.cn; liya28@mail2.sysu.edu.cn; mengx7@mail2.sysu.edu.cn; zhout43@mail2.sysu.edu.cn; zhouyue3@mail2.sysu.edu.cn; zhengj37@mail2.sysu.edu.cn; zhangjj46@mail2.sysu.edu.cn; lihuabin@mail.sysu.edu.cn								443	464											JAN	2017	18	1							96	10.3390/ijms18010096	http://dx.doi.org/10.3390/ijms18010096													
J	Wang, J; Yang, YQ; Wang, T; Sherratt, RS; Zhang, JY				Wang, Jin; Yang, Yaqiong; Wang, Tian; Sherratt, R. Simon; Zhang, Jingyu			Big Data Service Architecture: A Survey	JOURNAL OF INTERNET TECHNOLOGY				Article									[Wang, Jin; Yang, Yaqiong; Zhang, Jingyu] Changsha Univ Sci & Technol, Sch Comp & Commun Engn, Changsha, Hunan, Peoples R China; [Wang, Jin] Fujian Univ Technol, Sch Informat Sci & Engn, Fuzhou, Fujian, Peoples R China; [Wang, Tian] Huaqiao Univ, Coll Comp Sci & Technol, Quanzhou, Peoples R China; [Sherratt, R. Simon] Univ Reading, Dept Biomed Engn, Reading, Berks, England		Zhang, JY (通讯作者)，Changsha Univ Sci & Technol, Sch Comp & Commun Engn, Changsha, Hunan, Peoples R China.	jinwang@csust.edu.cn; yangyqst@163.com; cs_tianwang@163.com; sherratt@ieee.org; zhangzhang@csust.edu.cn								195	196												2020	21	2					393	405		10.3966/160792642020032102008	http://dx.doi.org/10.3966/160792642020032102008													
J	Khdary, NH; Alayyar, AS; Alsarhan, LM; Alshihri, S; Mokhtar, M				Khdary, Nezar H.; Alayyar, Alhanouf S.; Alsarhan, Latifah M.; Alshihri, Saeed; Mokhtar, Mohamed			Metal Oxides as Catalyst/Supporter for CO2 Capture and Conversion, Review	CATALYSTS				Article									[Khdary, Nezar H.; Alayyar, Alhanouf S.; Alsarhan, Latifah M.; Alshihri, Saeed] King Abdulaziz City Sci & Technol, Riyadh 11442, Saudi Arabia; [Mokhtar, Mohamed] King Abdulaziz Univ, Fac Sci, Chem Dept, POB 80203, Jeddah 21589, Saudi Arabia		Khdary, NH (通讯作者)，King Abdulaziz City Sci & Technol, Riyadh 11442, Saudi Arabia.	nkhdary@kacst.edu.sa; alhanuofalaiyar@gmail.com; latifahm.alsarhan@gmail.com; alshihri@kacst.edu.sa; mmoustafa@kau.edu.sa								11	11											MAR	2022	12	3							300	10.3390/catal12030300	http://dx.doi.org/10.3390/catal12030300													
J	Lan, M; Zhang, YP; Zhang, LF; Du, B				Lan, Meng; Zhang, Yipeng; Zhang, Lefei; Du, Bo			Global context based automatic road segmentation via dilated convolutional neural network	INFORMATION SCIENCES				Article									[Lan, Meng; Zhang, Yipeng; Zhang, Lefei; Du, Bo] Wuhan Univ, Natl Engn Res Ctr Multimedia Software, Inst Artificial Intelligence, Wuhan, Peoples R China; [Lan, Meng; Zhang, Yipeng; Zhang, Lefei; Du, Bo] Wuhan Univ, Sch Comp Sci, Wuhan, Peoples R China; [Zhang, Lefei] Wuhan Univ, State Key Lab Informat Engn Surveying Mapping & R, Wuhan, Peoples R China		Zhang, LF (通讯作者)，Wuhan Univ, Natl Engn Res Ctr Multimedia Software, Inst Artificial Intelligence, Wuhan, Peoples R China.; Zhang, LF (通讯作者)，Wuhan Univ, Sch Comp Sci, Wuhan, Peoples R China.; Zhang, LF (通讯作者)，Wuhan Univ, State Key Lab Informat Engn Surveying Mapping & R, Wuhan, Peoples R China.	zhanglefei@whu.edu.cn								81	82											OCT	2020	535						156	171		10.1016/j.ins.2020.05.062	http://dx.doi.org/10.1016/j.ins.2020.05.062													
J	Yang, Y; da Costa, RC; Fuchter, MJ; Campbell, AJ				Yang, Ying; da Costa, Rosenildo Correa; Fuchter, Matthew J.; Campbell, Alasdair J.			Circularly polarized light detection by a chiral organic semiconductor transistor	NATURE PHOTONICS				Article									[Yang, Ying; Campbell, Alasdair J.] Univ London Imperial Coll Sci Technol & Med, Dept Phys, London SW7 2AZ, England; [Yang, Ying; da Costa, Rosenildo Correa; Fuchter, Matthew J.] Univ London Imperial Coll Sci Technol & Med, Dept Chem, London SW7 2AZ, England; [Campbell, Alasdair J.] Univ London Imperial Coll Sci Technol & Med, Ctr Plast Elect, London SW7 2AZ, England		Yang, Y (通讯作者)，Univ London Imperial Coll Sci Technol & Med, Dept Phys, South Kensington Campus, London SW7 2AZ, England.	m.fuchter@imperial.ac.uk; alasdair.campbell@imperial.ac.uk								526	530											AUG	2013	7	8					634	638		10.1038/NPHOTON.2013.176	http://dx.doi.org/10.1038/NPHOTON.2013.176													
J	Rich-Griffin, C; Stechemesser, A; Finch, J; Lucas, E; Ott, S; Schafer, P				Rich-Griffin, Charlotte; Stechemesser, Annika; Finch, Jessica; Lucas, Emma; Ott, Sascha; Schafer, Patrick			Single-Cell Transcriptomics: A High-Resolution Avenue for Plant Functional Genomics	TRENDS IN PLANT SCIENCE				Review									[Rich-Griffin, Charlotte; Finch, Jessica; Schafer, Patrick] Univ Warwick, Sch Life Sci, Coventry CV4 7AL, W Midlands, England; [Stechemesser, Annika] Univ Warwick, Warwick Math Inst, Coventry CV4 7AL, W Midlands, England; [Lucas, Emma] Univ Warwick, Warwick Med Sch, Coventry CV4 7AL, W Midlands, England; [Ott, Sascha] Univ Warwick, Dept Comp Sci, Coventry CV4 7AL, W Midlands, England; [Schafer, Patrick] Univ Warwick, Warwick Integrat Synthet Biol Ctr, Coventry CV4 7AL, W Midlands, England		Schafer, P (通讯作者)，Univ Warwick, Sch Life Sci, Coventry CV4 7AL, W Midlands, England.; Ott, S (通讯作者)，Univ Warwick, Dept Comp Sci, Coventry CV4 7AL, W Midlands, England.; Schafer, P (通讯作者)，Univ Warwick, Warwick Integrat Synthet Biol Ctr, Coventry CV4 7AL, W Midlands, England.	S.Ott@warwick.ac.uk; P.Schafer@warwick.ac.uk								71	74											FEB	2020	25	2					186	197		10.1016/j.tplants.2019.10.008	http://dx.doi.org/10.1016/j.tplants.2019.10.008													
J	Weng, YH; Xiao, HH; Zhang, JC; Liang, XJ; Huang, YY				Weng, Yuhua; Xiao, Haihua; Zhang, Jinchao; Liang, Xing-Jie; Huang, Yuanyu			RNAi therapeutic and its innovative biotechnological evolution	BIOTECHNOLOGY ADVANCES				Review									[Weng, Yuhua; Huang, Yuanyu] Beijing Inst Technol, Key Lab Mol Med & Biotherapy, Sch Life Sci, Adv Res Inst Multidisciplinary Sci, Beijing 100081, Peoples R China; [Liang, Xing-Jie] Chinese Acad Sci, CAS Ctr Excellence Nanosci, Key Lab Biomed Effects Nanomat & Nanosafety, Natl Ctr Nanosci & Technol China, Beijing 100190, Peoples R China; [Zhang, Jinchao] Hebei Univ, Minist Educ, Prov Key Lab Med Chem & Mol Diag, Chem Biol Key Lab Hebei Prov,Coll Chem & Environm, Baoding 071002, Peoples R China; [Xiao, Haihua] Chinese Acad Sci, Inst Chem, State Key Lab Polymer Phys & Chem, Beijing Natl Lab Mol Sci, Beijing 100190, Peoples R China		Huang, YY (通讯作者)，Beijing Inst Technol, Key Lab Mol Med & Biotherapy, Sch Life Sci, Adv Res Inst Multidisciplinary Sci, Beijing 100081, Peoples R China.	yyhuang@bit.edu.cn								123	134											SEP-OCT	2019	37	5					801	825		10.1016/j.biotechadv.2019.04.012	http://dx.doi.org/10.1016/j.biotechadv.2019.04.012													
J	Ren, K; Wang, C; Wang, Q				Ren, Kui; Wang, Cong; Wang, Qian			Security Challenges for the Public Cloud	IEEE INTERNET COMPUTING				Article									[Ren, Kui; Wang, Cong; Wang, Qian] IIT, Dept Elect & Comp Engn, Chicago, IL 60616 USA		Ren, K (通讯作者)，IIT, Dept Elect & Comp Engn, Chicago, IL 60616 USA.	kren@ece.iit.edu; cong@ece.iit.edu; qian@ece.iit.edu								433	461											JAN-FEB	2012	16	1					69	73		10.1109/MIC.2012.14	http://dx.doi.org/10.1109/MIC.2012.14													
J	Wu, ZD; Shen, SG; Zhou, HP; Li, HX; Lu, CL; Zou, DD				Wu, Zongda; Shen, Shigen; Zhou, Haiping; Li, Huxiong; Lu, Chenglang; Zou, Dongdong			An effective approach for the protection of user commodity viewing privacy in e-commerce website	KNOWLEDGE-BASED SYSTEMS				Article									[Wu, Zongda; Shen, Shigen; Zhou, Haiping; Li, Huxiong] Shaoxing Univ, Dept Comp Sci & Engn, Shaoxing 312000, Zhejiang, Peoples R China; [Lu, Chenglang] Zhejiang Inst Mech & Elect Engn, Hangzhou 310053, Zhejiang, Peoples R China; [Zou, Dongdong] Wenzhou Univ, Oujiang Coll, Wenzhou 325035, Zhejiang, Peoples R China		Zou, DD (通讯作者)，Wenzhou Univ, Oujiang Coll, Wenzhou 325035, Zhejiang, Peoples R China.	zongda1983@163.com; shigens@usx.edu.cn; hpzhou2885@163.com; jsj_lhx@126.com; playnet107@163.com; jsj_zdd@wzu.edu.cn								67	67											MAY 23	2021	220									10.1016/j.knosys.2021.106952	http://dx.doi.org/10.1016/j.knosys.2021.106952		MAR 2021											
J	Muller, P; Schmid, M				Mueller, Patricia; Schmid, Markus			Intelligent Packaging in the Food Sector: A Brief Overview	FOODS				Review									[Mueller, Patricia; Schmid, Markus] Albstadt Sigmaringen Univ, Fac Life Sci, Anton Gunther Str 51, D-72488 Sigmaringen, Germany		Schmid, M (通讯作者)，Albstadt Sigmaringen Univ, Fac Life Sci, Anton Gunther Str 51, D-72488 Sigmaringen, Germany.	muellepa@hs-albsig.de; schmid@hs-albsig.de								101	104											JAN	2019	8	1							16	10.3390/foods8010016	http://dx.doi.org/10.3390/foods8010016													
J	Kim, J; Campbell, AS; de Avila, BEF; Wang, J				Kim, Jayoung; Campbell, Alan S.; de Avila, Berta Esteban-Fernandez; Wang, Joseph			Wearable biosensors for healthcare monitoring	NATURE BIOTECHNOLOGY				Review									[Kim, Jayoung; Campbell, Alan S.; de Avila, Berta Esteban-Fernandez; Wang, Joseph] Univ Calif San Diego, Dept Nanoengn, La Jolla, CA 92093 USA		Wang, J (通讯作者)，Univ Calif San Diego, Dept Nanoengn, La Jolla, CA 92093 USA.	josephwang@ucsd.edu								1075	1084											APR	2019	37	4					389	406		10.1038/s41587-019-0045-y	http://dx.doi.org/10.1038/s41587-019-0045-y													
J	Sun, C; Gao, XQ; Jin, S; Matthaiou, M; Ding, Z; Xiao, CS				Sun, Chen; Gao, Xiqi; Jin, Shi; Matthaiou, Michail; Ding, Zhi; Xiao, Chengshan			Beam Division Multiple Access Transmission for Massive MIMO Communications	IEEE TRANSACTIONS ON COMMUNICATIONS				Article									[Sun, Chen; Gao, Xiqi; Jin, Shi] Southeast Univ, Natl Mobile Commun Res Lab, Nanjing 210096, Jiangsu, Peoples R China; [Matthaiou, Michail] Queens Univ Belfast, Sch Elect Elect Engn & Comp Sci, Belfast BT3 9DT, Antrim, North Ireland; [Matthaiou, Michail] Chalmers Univ Technol, Dept Signals & Syst, S-41296 Gothenburg, Sweden; [Ding, Zhi] Univ Calif Davis, Dept Elect & Comp Engn, Davis, CA 95616 USA; [Xiao, Chengshan] Missouri Univ Sci & Technol, Dept Elect & Comp Engn, Rolla, MO 65409 USA		Gao, XQ (通讯作者)，Southeast Univ, Natl Mobile Commun Res Lab, Nanjing 210096, Jiangsu, Peoples R China.	sunchen@seu.edu.cn; xqgao@seu.edu.cn; jinshi@seu.edu.cn; m.matthaiou@qub.ac.uk; zding@ucdavis.ca; xiaoc@mst.edu								244	248											JUN	2015	63	6					2170	2184		10.1109/TCOMM.2015.2425882	http://dx.doi.org/10.1109/TCOMM.2015.2425882													
J	Camp, CH; Cicerone, MT				Camp, Charles H., Jr.; Cicerone, Marcus T.			Chemically sensitive bioimaging with coherent Raman scattering	NATURE PHOTONICS				Review									[Camp, Charles H., Jr.; Cicerone, Marcus T.] NIST, Biosyst & Biomat Div, 100 Bur Dr, Gaithersburg, MD 20899 USA		Cicerone, MT (通讯作者)，NIST, Biosyst & Biomat Div, 100 Bur Dr, Gaithersburg, MD 20899 USA.	cicerone@nist.gov								287	287											MAY	2015	9	5					295	305		10.1038/NPHOTON.2015.60	http://dx.doi.org/10.1038/NPHOTON.2015.60													
J	McLean, G; Wilson, A				McLean, Graeme; Wilson, Alan			Shopping in the digital world: Examining customer engagement through augmented reality mobile applications	COMPUTERS IN HUMAN BEHAVIOR				Article									[McLean, Graeme; Wilson, Alan] Univ Strathclyde, Glasgow, Lanark, Scotland		McLean, G (通讯作者)，Univ Strathclyde, Business Sch, Stenhouse Wing, Glasgow G4 OQU, Lanark, Scotland.	graeme.mclean@strath.ac.uk; alan.wilson@strath.ac.uk								110	111											DEC	2019	101						210	224		10.1016/j.chb.2019.07.002	http://dx.doi.org/10.1016/j.chb.2019.07.002													
J	Li, Z; Wang, WM; Liu, G; Liu, LN; He, JD; Huang, GQ				Li, Zhi; Wang, W. M.; Liu, Guo; Liu, Layne; He, Jiadong; Huang, G. Q.			Toward open manufacturing A cross-enterprises knowledge and services exchange framework based on blockchain and edge computing	INDUSTRIAL MANAGEMENT & DATA SYSTEMS				Article									[Li, Zhi; Wang, W. M.; Liu, Guo; Liu, Layne; He, Jiadong] Guangdong Univ Technol, Sch Electromech Engn, Guangdong Prov Key Lab Comp Integrated Mfg Syst, Guangzhou, Guangdong, Peoples R China; [Huang, G. Q.] Univ Hong Kong, Dept Ind & Mfg Syst Engn, HKU ZIRI Lab Phys Internet, Hong Kong, Hong Kong, Peoples R China		Wang, WM (通讯作者)，Guangdong Univ Technol, Sch Electromech Engn, Guangdong Prov Key Lab Comp Integrated Mfg Syst, Guangzhou, Guangdong, Peoples R China.	wang_wai_ming@hotmail.com								148	155												2018	118	1					303	320		10.1108/IMDS-04-2017-0142	http://dx.doi.org/10.1108/IMDS-04-2017-0142													
J	Haustein, S; Jensen, AF; Cherchi, E				Haustein, Sonja; Jensen, Anders Fjendbo; Cherchi, Elisabetta			Battery electric vehicle adoption in Denmark and Sweden: Recent changes, related factors and policy implications	ENERGY POLICY				Article									[Haustein, Sonja; Jensen, Anders Fjendbo] Tech Univ Denmark, Dept Technol Management & Econ, Transport Div, DK-2800 Lyngby, Denmark; [Cherchi, Elisabetta] Newcastle Univ, Sch Engn, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England		Haustein, S (通讯作者)，Tech Univ Denmark, Dept Technol Management & Econ, Transport Div, DK-2800 Lyngby, Denmark.	sonh@dtu.dk								24	24											FEB	2021	149								112096	10.1016/j.enpol.2020.112096	http://dx.doi.org/10.1016/j.enpol.2020.112096													
J	Marzband, M; Azarinejadian, F; Savaghebi, M; Guerrero, JM				Marzband, Mousa; Azarinejadian, Fatemeh; Savaghebi, Mehdi; Guerrero, Josep M.			An Optimal Energy Management System for Islanded Microgrids Based on Multiperiod Artificial Bee Colony Combined With Markov Chain	IEEE SYSTEMS JOURNAL				Article									[Marzband, Mousa] Univ Manchester, Fac Engn & Phys Sci, Sch Elect & Elect Engn, Manchester M13 9PL, Lancs, England; [Azarinejadian, Fatemeh] Islamic Azad Univ, Dept Elect Engn, Lahijan 5618953141, Iran; [Savaghebi, Mehdi; Guerrero, Josep M.] Aalborg Univ, Fac Sci & Engn, Dept Energy Technol, DK-9220 Aalborg, Denmark		Marzband, M (通讯作者)，Univ Manchester, Fac Engn & Phys Sci, Sch Elect & Elect Engn, Manchester M13 9PL, Lancs, England.	mousa.marzband@manchester.ac.uk; niloofar.azari@yahoo.com; mes@et.aau.dk; joz@et.aau.dk								175	178											SEP	2017	11	3					1712	1722		10.1109/JSYST.2015.2422253	http://dx.doi.org/10.1109/JSYST.2015.2422253													
J	Munar, AM; Jacobsen, JKS				Munar, Ana Maria; Jacobsen, Jens Kr Steen			Motivations for sharing tourism experiences through social media	TOURISM MANAGEMENT				Article									[Munar, Ana Maria] Copenhagen Business Sch, Dept Int Econ & Management, DK-2000 Frederiksberg, Denmark; [Jacobsen, Jens Kr Steen] Univ Stavanger, Norwegian Sch Hotel Management, NO-4036 Stavanger, Norway		Munar, AM (通讯作者)，Copenhagen Business Sch, Dept Int Econ & Management, Porcelaenshaven 24B 3-54, DK-2000 Frederiksberg, Denmark.	amm.int@cbs.dk; jens.s.jacobsen@uis.no								495	514											AUG	2014	43						46	54		10.1016/j.tourman.2014.01.012	http://dx.doi.org/10.1016/j.tourman.2014.01.012													
