PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Zangheri, M; Cevenini, L; Anfossi, L; Baggiani, C; Simoni, P; Di Nardo, F; Roda, A				Zangheri, Martina; Cevenini, Luca; Anfossi, Laura; Baggiani, Claudio; Simoni, Patrizia; Di Nardo, Fabio; Roda, Aldo			A simple and compact smartphone accessory for quantitative chemiluminescence-based lateral flow immunoassay for salivary cortisol detection	BIOSENSORS & BIOELECTRONICS				Article									[Zangheri, Martina; Cevenini, Luca; Roda, Aldo] Alma Mater Studiorum Univ Bologna, Dept Chem, I-40126 Bologna, Italy; [Anfossi, Laura; Baggiani, Claudio; Di Nardo, Fabio] Univ Turin, Dept Chem, I-10125 Turin, Italy; [Simoni, Patrizia] Alma Mater Studiorum Univ Bologna, Dept Med & Surg Sci, I-40138 Bologna, Italy		Roda, A (通讯作者)，Alma Mater Studiorum Univ Bologna, Dept Chem, Via Selmi 2, I-40126 Bologna, Italy.	aldo.roda@unibo.it								239	248											FEB 15	2015	64						63	68		10.1016/j.bios.2014.08.048	http://dx.doi.org/10.1016/j.bios.2014.08.048													
J	Luo, X; Liu, YF; Liu, JP; Liu, XJ				Luo, Xi; Liu, Yanfeng; Liu, Jiaping; Liu, Xiaojun			Energy scheduling for a three-level integrated energy system based on energy hub models: A hierarchical Stackelberg game approach	SUSTAINABLE CITIES AND SOCIETY				Article									[Luo, Xi; Liu, Yanfeng; Liu, Jiaping; Liu, Xiaojun] Xian Univ Architecture & Technol, State Key Lab Green Bldg Western China, Sch Bldg Serv Sci & Engn, Xian 710055, Shaanxi, Peoples R China		Luo, X (通讯作者)，Xian Univ Architecture & Technol, State Key Lab Green Bldg Western China, Sch Bldg Serv Sci & Engn, Xian 710055, Shaanxi, Peoples R China.	Luoxi0513@gmail.com								69	69											JAN	2020	52								101814	10.1016/j.scs.2019.101814	http://dx.doi.org/10.1016/j.scs.2019.101814													
J	Rashidi, NA; Yusup, S				Rashidi, Nor Adilla; Yusup, Suzana			An overview of activated carbons utilization for the post-combustion carbon dioxide capture	JOURNAL OF CO2 UTILIZATION				Review									[Rashidi, Nor Adilla; Yusup, Suzana] Univ Teknol PETRONAS, Dept Chem Engn, Biomass Proc Lab, Ctr Biofuel & Biochem Res, Tronoh 32610, Perak, Malaysia		Yusup, S (通讯作者)，Univ Teknol PETRONAS, Dept Chem Engn, Biomass Proc Lab, Ctr Biofuel & Biochem Res, Tronoh 32610, Perak, Malaysia.	drsuzana_yusuf@petronas.com.my								201	204											MAR	2016	13						1	16		10.1016/j.jcou.2015.11.002	http://dx.doi.org/10.1016/j.jcou.2015.11.002													
J	Xia, WF; Wen, YG; Foh, CH; Niyato, D; Xie, HY				Xia, Wenfeng; Wen, Yonggang; Foh, Chuan Heng; Niyato, Dusit; Xie, Haiyong			A Survey on Software-Defined Networking	IEEE COMMUNICATIONS SURVEYS AND TUTORIALS				Article									[Xia, Wenfeng] Univ Sci & Technol China, Sch Comp Sci, Hefei 230026, Peoples R China; [Xia, Wenfeng; Wen, Yonggang; Niyato, Dusit] Nanyang Technol Univ, Sch Comp Engn, Singapore 639798, Singapore; [Foh, Chuan Heng] Univ Surrey, Ctr Commun Syst Res, Guildford GU2 7XH, Surrey, England; [Xie, Haiyong] Chinese Acad Elect & Informat Technol, Cyberspace & Data Sci Lab, Beijing 100846, Peoples R China; [Xie, Haiyong] Univ Sci & Technol China, Sch Comp Sci & Technol, Hefei 230026, Peoples R China		Xia, WF (通讯作者)，Univ Sci & Technol China, Sch Comp Sci, Hefei 230026, Peoples R China.	wenfeng_xia@ntu.edu.sg; ygwen@ntu.edu.sg; c.foh@surrey.ac.uk; dniyato@ntu.edu.sg; haiyong.xie@acm.org								502	549												2015	17	1					27	51		10.1109/COMST.2014.2330903	http://dx.doi.org/10.1109/COMST.2014.2330903													
J	Liu, Q; Gao, S; Xu, L; Yue, WJ; Zhang, CW; Kan, H; Li, Y; Shen, GZ				Liu, Qi; Gao, Song; Xu, Lei; Yue, Wenjing; Zhang, Chunwei; Kan, Hao; Li, Yang; Shen, Guozhen			Nanostructured perovskites for nonvolatile memory devices	CHEMICAL SOCIETY REVIEWS				Review									[Liu, Qi; Gao, Song; Xu, Lei; Yue, Wenjing; Zhang, Chunwei; Kan, Hao; Li, Yang] Jinan Univ, Sch Informat Sci & Engn, Jinan 250022, Peoples R China; [Li, Yang; Shen, Guozhen] Jinan Univ, Shandong Prov Key Lab Network Based Intelligent C, Jinan 250022, Peoples R China; [Li, Yang; Shen, Guozhen] Univ Chinese Acad Sci, State Key Lab Superlattices & Microstruct, Inst Semicond, Beijing 100083, Peoples R China; [Li, Yang; Shen, Guozhen] Univ Chinese Acad Sci, Chinese Acad Sci, Ctr Mat Sci & Optoelect Engn, Beijing 100083, Peoples R China		Li, Y (通讯作者)，Jinan Univ, Sch Informat Sci & Engn, Jinan 250022, Peoples R China.; Li, Y; Shen, GZ (通讯作者)，Jinan Univ, Shandong Prov Key Lab Network Based Intelligent C, Jinan 250022, Peoples R China.; Li, Y; Shen, GZ (通讯作者)，Univ Chinese Acad Sci, State Key Lab Superlattices & Microstruct, Inst Semicond, Beijing 100083, Peoples R China.; Li, Y; Shen, GZ (通讯作者)，Univ Chinese Acad Sci, Chinese Acad Sci, Ctr Mat Sci & Optoelect Engn, Beijing 100083, Peoples R China.	sunny_lee2011@hotmail.com; gzshen@semi.ac.cn								13	13											MAY 10	2022	51	9					3341	3379		10.1039/d1cs00886b	http://dx.doi.org/10.1039/d1cs00886b		MAR 2022											
J	Kong, JL; Yang, CC; Wang, JL; Wang, XY; Zuo, M; Jin, XB; Lin, S				Kong, Jianlei; Yang, Chengcai; Wang, Jianli; Wang, Xiaoyi; Zuo, Min; Jin, Xuebo; Lin, Sen			Deep-Stacking Network Approach by Multisource Data Mining for Hazardous Risk Identification in IoT-Based Intelligent Food Management Systems	COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE				Article									[Kong, Jianlei; Yang, Chengcai; Wang, Jianli; Wang, Xiaoyi; Zuo, Min; Jin, Xuebo] Beijing Technol & Business Univ, Sch Artificial Intelligence, Beijing 100048, Peoples R China; [Kong, Jianlei; Zuo, Min] Natl Engn Lab Agriprod Qual Traceabil, Beijing 100048, Peoples R China; [Lin, Sen] Beijing Acad Agr & Forestry Sci, Intelligent Equipment Res Ctr, Beijing 100097, Peoples R China		Wang, JL; Zuo, M (通讯作者)，Beijing Technol & Business Univ, Sch Artificial Intelligence, Beijing 100048, Peoples R China.; Zuo, M (通讯作者)，Natl Engn Lab Agriprod Qual Traceabil, Beijing 100048, Peoples R China.	kongjianlei@btbu.edu.cn; 2030601023@st.btbu.edu.cn; wangjianli@btbu.edu.cn; sdwangxy@163.com; zuomin@btbu.edu.cn; jinxuebo@btbu.edu.cn; linseng@nercita.org.cn								50	50											NOV 10	2021	2021								1194565	10.1155/2021/1194565	http://dx.doi.org/10.1155/2021/1194565													
J	Zheng, P; Lin, TJ; Chen, CH; Xu, X				Zheng, Pai; Lin, Tzu-Jui; Chen, Chun-Hsien; Xu, Xun			A systematic design approach for service innovation of smart product-service systems	JOURNAL OF CLEANER PRODUCTION				Article									[Zheng, Pai] Nanyang Technol Univ, Sch Elect & Elect Engn, Delta NTU Corp Lab Cyber Phys Syst, Singapore 639798, Singapore; [Zheng, Pai; Chen, Chun-Hsien] Nanyang Technol Univ, Sch Mech & Aerosp Engn, Singapore 639798, Singapore; [Zheng, Pai; Lin, Tzu-Jui; Xu, Xun] Univ Auckland, Dept Mech Engn, Private Bag 92019, Auckland, New Zealand		Zheng, P (通讯作者)，Nanyang Technol Univ, Sch Elect & Elect Engn, Delta NTU Corp Lab Cyber Phys Syst, Singapore 639798, Singapore.	ericzheng@ntu.edu.sg								192	195											NOV 10	2018	201						657	667		10.1016/j.jclepro.2018.08.101	http://dx.doi.org/10.1016/j.jclepro.2018.08.101													
J	Wei, XD; Leng, JH; Sun, C; Huo, WW; Ren, Q; Sun, FC				Wei, Xiaodong; Leng, Jianghao; Sun, Chao; Huo, Weiwei; Ren, Qiang; Sun, Fengchun			Co-optimization method of speed planning and energy management for fuel cell vehicles through signalized intersections	JOURNAL OF POWER SOURCES				Article									[Wei, Xiaodong; Leng, Jianghao; Sun, Chao; Sun, Fengchun] Beijing Inst Technol, Natl Engn Lab Elect Vehicles, Beijing 100081, Peoples R China; [Wei, Xiaodong] Hunan Univ, State Key Lab Adv Design & Mfg Vehicle Body, Changsha 410082, Hunan, Peoples R China; [Huo, Weiwei] Beijing Informat Sci & Technol Univ, Mech Elect Engn Sch, Beijing 100192, Peoples R China; [Ren, Qiang] Guangzhou Automobile Grp Co Ltd, Automot Res & Dev Ctr, Guangzhou 511434, Peoples R China		Sun, C (通讯作者)，Beijing Inst Technol, Natl Engn Lab Elect Vehicles, Beijing 100081, Peoples R China.	chaosun@bit.edu.cn								12	13											JAN 15	2022	518								230598	10.1016/j.jpowsour.2021.230598	http://dx.doi.org/10.1016/j.jpowsour.2021.230598													
J	Yoo, CG; Meng, XZ; Pu, YQ; Ragauskas, AJ				Yoo, Chang Geun; Meng, Xianzhi; Pu, Yunqiao; Ragauskas, Arthur J.			The critical role of lignin in lignocellulosic biomass conversion and recent pretreatment strategies: A comprehensive review	BIORESOURCE TECHNOLOGY				Review									[Yoo, Chang Geun] SUNY Syracuse, Dept Paper & Bioproc Engn, Coll Environm Sci & Forestry, Syracuse, NY 13210 USA; [Meng, Xianzhi; Ragauskas, Arthur J.] Univ Tennessee, Dept Chem & Biomol Engn, Knoxville, TN 37996 USA; [Pu, Yunqiao; Ragauskas, Arthur J.] Oak Ridge Natl Lab, Biosci Div, Oak Ridge, TN 37831 USA; [Pu, Yunqiao; Ragauskas, Arthur J.] Oak Ridge Natl Lab, CBI, Joint Inst Biol Sci, Oak Ridge, TN 37831 USA; [Ragauskas, Arthur J.] Univ Tennessee, Dept Forestry Wildlife & Fisheries, Ctr Renewable Carbon, Inst Agr, Knoxville, TN 37996 USA		Ragauskas, AJ (通讯作者)，Univ Tennessee, Dept Chem & Biomol Engn, Knoxville, TN 37996 USA.	aragausk@utk.edu								238	239											APR	2020	301								122784	10.1016/j.biortech.2020.122784	http://dx.doi.org/10.1016/j.biortech.2020.122784													
J	Wexler, R				Wexler, Rebecca			Life, Liberty, and Trade Secrets: Intellectual Property in the Criminal Justice System	STANFORD LAW REVIEW				Article									[Wexler, Rebecca] Yale Law Sch, New Haven, CT 06511 USA		Wexler, R (通讯作者)，Yale Law Sch, New Haven, CT 06511 USA.									92	92											MAY	2018	70	5					1343	1429																
J	Lamaoui, M; Jemo, M; Datla, R; Bekkaoui, F				Lamaoui, Mouna; Jemo, Martin; Datla, Raju; Bekkaoui, Faouzi			Heat and Drought Stresses in Crops and Approaches for Their Mitigation	FRONTIERS IN CHEMISTRY				Review									[Lamaoui, Mouna; Jemo, Martin; Bekkaoui, Faouzi] Univ Mohammed VI Polytech, AgroBioSci Div, Benguerir, Morocco; [Jemo, Martin] Off Cherifien Phosphates Africa, Casablanca, Morocco; [Datla, Raju] Natl Res Council Canada, Saskatoon, SK, Canada		Bekkaoui, F (通讯作者)，Univ Mohammed VI Polytech, AgroBioSci Div, Benguerir, Morocco.	faouzi.bekkaoui@um6p.ma								185	189											FEB 19	2018	6								26	10.3389/fchem.2018.00026	http://dx.doi.org/10.3389/fchem.2018.00026													
J	Schiffrin, A; Paasch-Colberg, T; Karpowicz, N; Apalkov, V; Gerster, D; Muhlbrandt, S; Korbman, M; Reichert, J; Schultze, M; Holzner, S; Barth, JV; Kienberger, R; Ernstorfer, R; Yakovlev, VS; Stockman, MI; Krausz, F				Schiffrin, Agustin; Paasch-Colberg, Tim; Karpowicz, Nicholas; Apalkov, Vadym; Gerster, Daniel; Muehlbrandt, Sascha; Korbman, Michael; Reichert, Joachim; Schultze, Martin; Holzner, Simon; Barth, Johannes V.; Kienberger, Reinhard; Ernstorfer, Ralph; Yakovlev, Vladislav S.; Stockman, Mark I.; Krausz, Ferenc			Optical-field-induced current in dielectrics	NATURE				Article									[Apalkov, Vadym; Stockman, Mark I.] Georgia State Univ, Dept Phys & Astron, Atlanta, GA 30340 USA; [Gerster, Daniel; Muehlbrandt, Sascha; Reichert, Joachim; Barth, Johannes V.; Kienberger, Reinhard; Ernstorfer, Ralph] Tech Univ Munich, Phys Dept, D-85748 Garching, Germany; [Schultze, Martin; Yakovlev, Vladislav S.; Krausz, Ferenc] Univ Munich, Fak Phys, D-85748 Garching, Germany; [Ernstorfer, Ralph] Fritz Haber Inst Max Planck Gesell, D-14195 Berlin, Germany; [Schiffrin, Agustin; Paasch-Colberg, Tim; Karpowicz, Nicholas; Muehlbrandt, Sascha; Korbman, Michael; Schultze, Martin; Holzner, Simon; Kienberger, Reinhard; Ernstorfer, Ralph; Yakovlev, Vladislav S.; Krausz, Ferenc] Max Planck Inst Quantum Opt, D-85748 Garching, Germany		Schiffrin, A (通讯作者)，Univ British Columbia, Dept Phys & Astron, Vancouver, BC V6T 1Z1, Canada.	aschiffr@phas.ubc.ca; mstockman@gsu.edu; ferenc.krausz@mpq.mpg.de								481	490											JAN 3	2013	493	7430					70	74		10.1038/nature11567	http://dx.doi.org/10.1038/nature11567													
J	Reaser, JK; Burgiel, SW; Kirkey, J; Brantley, KA; Veatch, SD; Burgos-Rodriguez, J				Reaser, Jamie K.; Burgiel, Stanley W.; Kirkey, Jason; Brantley, Kelsey A.; Veatch, Sarah D.; Burgos-Rodriguez, Jhoset			The early detection of and rapid response (EDRR) to invasive species: a conceptual framework and federal capacities assessment	BIOLOGICAL INVASIONS				Review									[Reaser, Jamie K.] Ctr Large Landscape Conservat, 303 W Mendenhall St 4, Bozeman, MT 59715 USA; [Burgiel, Stanley W.; Kirkey, Jason; Brantley, Kelsey A.; Veatch, Sarah D.] Natl Invas Species Council Secretariat, Off Secretary, Dept Interior, 1849 C St NW, Washington, DC 20240 USA; [Burgos-Rodriguez, Jhoset] Univ Puerto Rico, Sch Law, 7 Ave Univ, San Juan, PR 00925 USA		Reaser, JK (通讯作者)，Ctr Large Landscape Conservat, 303 W Mendenhall St 4, Bozeman, MT 59715 USA.	jamiekreaser@gmail.com								86	89											JAN	2020	22	1			SI		1	19		10.1007/s10530-019-02156-w	http://dx.doi.org/10.1007/s10530-019-02156-w													
J	Szklarczyk, D; Morris, JH; Cook, H; Kuhn, M; Wyder, S; Simonovic, M; Santos, A; Doncheva, NT; Roth, A; Bork, P; Jensen, LJ; von Mering, C				Szklarczyk, Damian; Morris, John H.; Cook, Helen; Kuhn, Michael; Wyder, Stefan; Simonovic, Milan; Santos, Alberto; Doncheva, Nadezhda T.; Roth, Alexander; Bork, Peer; Jensen, Lars J.; von Mering, Christian			The STRING database in 2017: quality-controlled protein-protein association networks, made broadly accessible	NUCLEIC ACIDS RESEARCH				Article									[Szklarczyk, Damian; Wyder, Stefan; Simonovic, Milan; Roth, Alexander; von Mering, Christian] Univ Zurich, Inst Mol Life Sci, CH-8057 Zurich, Switzerland; [Szklarczyk, Damian; Wyder, Stefan; Simonovic, Milan; Roth, Alexander; von Mering, Christian] Univ Zurich, Swiss Inst Bioinformat, CH-8057 Zurich, Switzerland; [Morris, John H.] Univ Calif San Francisco, Resource Biocomp Visualizat & Informat, San Francisco, CA 94158 USA; [Cook, Helen; Santos, Alberto; Doncheva, Nadezhda T.; Jensen, Lars J.] Univ Copenhagen, Novo Nordisk Fdn Ctr Prot Res, DK-2200 Copenhagen N, Denmark; [Kuhn, Michael; Bork, Peer] European Mol Biol Lab, Struct & Computat Biol Unit, D-69117 Heidelberg, Germany; [Bork, Peer] Heidelberg Univ, Mol Med Partnership Unit, D-69117 Heidelberg, Germany; [Bork, Peer] European Mol Biol Lab, D-69117 Heidelberg, Germany; [Bork, Peer] Max Delbruck Ctr Mol Med, D-13125 Berlin, Germany; [Bork, Peer] Univ Wurzburg, Dept Bioinformat, D-97074 Wurzburg, Germany		von Mering, C (通讯作者)，Univ Zurich, Inst Mol Life Sci, CH-8057 Zurich, Switzerland.; von Mering, C (通讯作者)，Univ Zurich, Swiss Inst Bioinformat, CH-8057 Zurich, Switzerland.; Jensen, LJ (通讯作者)，Univ Copenhagen, Novo Nordisk Fdn Ctr Prot Res, DK-2200 Copenhagen N, Denmark.; Bork, P (通讯作者)，European Mol Biol Lab, Struct & Computat Biol Unit, D-69117 Heidelberg, Germany.; Bork, P (通讯作者)，Heidelberg Univ, Mol Med Partnership Unit, D-69117 Heidelberg, Germany.; Bork, P (通讯作者)，European Mol Biol Lab, D-69117 Heidelberg, Germany.; Bork, P (通讯作者)，Max Delbruck Ctr Mol Med, D-13125 Berlin, Germany.; Bork, P (通讯作者)，Univ Wurzburg, Dept Bioinformat, D-97074 Wurzburg, Germany.	bork@embl.de; lars.juhl.jensen@cpr.ku.dk; mering@imls.uzh.ch								4142	4273											JAN 4	2017	45	D1					D362	D368		10.1093/nar/gkw937	http://dx.doi.org/10.1093/nar/gkw937													
J	Bhagat, SK; Tiyasha, T; Awadh, SM; Tung, TM; Jawad, AH; Yaseen, ZM				Bhagat, Suraj Kumar; Tiyasha, Tiyasha; Awadh, Salih Muhammad; Tran Minh Tung; Jawad, Ali H.; Yaseen, Zaher Mundher			Prediction of sediment heavy metal at the Australian Bays using newly developed hybrid artificial intelligence models	ENVIRONMENTAL POLLUTION				Article									[Bhagat, Suraj Kumar; Tiyasha, Tiyasha; Tran Minh Tung] Ton Duc Thang Univ, Fac Civil Engn, Ho Chi Minh City, Vietnam; [Awadh, Salih Muhammad] Univ Baghdad, Coll Sci, Dept Geol, Baghdad, Iraq; [Jawad, Ali H.] Univ Teknol MARA, Fac Appl Sci, Shah Alam 40450, Selangor, Malaysia; [Yaseen, Zaher Mundher] Ton Duc Thang Univ, Fac Civil Engn, Sustainable Dev Civil Engn Res Grp, Ho Chi Minh City, Vietnam		Yaseen, ZM (通讯作者)，Ton Duc Thang Univ, Fac Civil Engn, Sustainable Dev Civil Engn Res Grp, Ho Chi Minh City, Vietnam.	yaseen@tdtu.edu.vn								39	40											JAN 1	2021	268		B						115663	10.1016/j.envpol.2020.115663	http://dx.doi.org/10.1016/j.envpol.2020.115663													
J	Asongu, SA; Le Roux, S				Asongu, Simplice A.; Le Roux, Sara			Enhancing ICT for inclusive human development in Sub-Saharan Africa	TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE				Article									[Asongu, Simplice A.; Le Roux, Sara] Oxford Brookes Univ, Fac Business, Dept Accounting Finance & Econ, Oxford, England; [Asongu, Simplice A.] African Governance & Dev Inst, POB 8413, Yaounde, Cameroon; [Asongu, Simplice A.] Univ South Africa, Dept Econ, UNISA, POB 392, ZA-0003 Pretoria, South Africa		Asongu, SA (通讯作者)，Oxford Brookes Univ, Fac Business, Dept Accounting Finance & Econ, Oxford, England.	asongusimplice@yahoo.com; sle-roux@brookes.ac.uk								137	140											MAY	2017	118						44	54		10.1016/j.techfore.2017.01.026	http://dx.doi.org/10.1016/j.techfore.2017.01.026													
J	Momen-Heravi, F; Balaj, L; Alian, S; Mantel, PY; Halleck, AE; Trachtenberg, AJ; Soria, CE; Oquin, S; Bonebreak, CM; Saracoglu, E; Skog, J; Kuo, WP				Momen-Heravi, Fatemeh; Balaj, Leonora; Alian, Sara; Mantel, Pierre-Yves; Halleck, Allison E.; Trachtenberg, Alexander J.; Soria, Cesar E.; Oquin, Shanice; Bonebreak, Christina M.; Saracoglu, Elif; Skog, Johan; Kuo, Winston Patrick			Current methods for the isolation of extracellular vesicles	BIOLOGICAL CHEMISTRY				Review									[Kuo, Winston Patrick] Harvard Univ, Sch Med, Harvard Catalyst Lab Innovat Translat Technol, Boston, MA 02115 USA; [Kuo, Winston Patrick] Harvard Univ, Sch Dent Med, Dept Dev Biol, Boston, MA 02115 USA; [Momen-Heravi, Fatemeh; Halleck, Allison E.; Trachtenberg, Alexander J.] Harvard Univ, Sch Med, Lab Innovat Translat Technol, Boston, MA 02115 USA; [Balaj, Leonora] Massachusetts Gen Hosp, Dept Neurol & Radiol, Charlestown, MA 02129 USA; [Alian, Sara] Harvard Univ, Sch Med, Biopolymers Facil, Boston, MA 02115 USA; [Mantel, Pierre-Yves] Harvard Univ, Sch Publ Hlth, Dept Immunol & Infect Dis, Boston, MA 02120 USA; [Soria, Cesar E.] Univ New Mexico, Albuquerque, NM 87131 USA; [Oquin, Shanice] Univ N Texas, Denton, TX 76203 USA; [Bonebreak, Christina M.] Harvard Univ, Sch Dent Med, Boston, MA 02115 USA; [Saracoglu, Elif] Istanbul Univ, Fac Dent, TR-34390 Istanbul, Turkey; [Skog, Johan] Exosome Diagnost Inc, New York, NY 10032 USA		Kuo, WP (通讯作者)，Harvard Univ, Sch Med, Harvard Catalyst Lab Innovat Translat Technol, Boston, MA 02115 USA.	wkuo@genetics.med.harvard.edu								373	388											OCT	2013	394	10					1253	1262		10.1515/hsz-2013-0141	http://dx.doi.org/10.1515/hsz-2013-0141													
J	Yu, Y; Chen, RZ; Chen, L; Li, W; Wu, Y; Zhou, HT				Yu, Yue; Chen, Ruizhi; Chen, Liang; Li, Wei; Wu, Yuan; Zhou, Haitao			Autonomous 3D Indoor Localization Based on Crowdsourced Wi-Fi Fingerprinting and MEMS Sensors	IEEE SENSORS JOURNAL				Article									[Yu, Yue; Chen, Ruizhi; Chen, Liang; Li, Wei; Wu, Yuan; Zhou, Haitao] Wuhan Univ, State Key Lab Informat Engn Surveying, Mapping & Remote Sensing LIESMARS, Wuhan 430000, Peoples R China		Chen, RZ (通讯作者)，Wuhan Univ, State Key Lab Informat Engn Surveying, Mapping & Remote Sensing LIESMARS, Wuhan 430000, Peoples R China.	ruizhi.chen@whu.edu.cn								10	10											MAR 15	2022	22	6					5248	5259		10.1109/JSEN.2021.3065951	http://dx.doi.org/10.1109/JSEN.2021.3065951													
J	Nuruzzaman, M; Rahman, MM; Liu, YJ; Naidu, R				Nuruzzaman, Md.; Rahman, Mohammad Mahmudur; Liu, Yanju; Naidu, Ravi			Nanoencapsulation, Nano-guard for Pesticides: A New Window for Safe Application	JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY				Review									[Nuruzzaman, Md.; Rahman, Mohammad Mahmudur; Liu, Yanju; Naidu, Ravi] Univ Newcastle, Fac Sci & Technol, Global Ctr Environm Remediat GCER, Univ Dr, Callaghan, NSW 2308, Australia; [Nuruzzaman, Md.; Rahman, Mohammad Mahmudur; Liu, Yanju; Naidu, Ravi] Univ Newcastle, Cooperat Res Ctr Contaminat Assessment & Remediat, ATC Bldg, Callaghan, NSW 2308, Australia		Naidu, R (通讯作者)，Univ Newcastle, Fac Sci & Technol, Global Ctr Environm Remediat GCER, Univ Dr, Callaghan, NSW 2308, Australia.; Naidu, R (通讯作者)，Univ Newcastle, Cooperat Res Ctr Contaminat Assessment & Remediat, ATC Bldg, Callaghan, NSW 2308, Australia.	ravi.naidu@crccare.com								333	348											FEB 24	2016	64	7					1447	1483		10.1021/acs.jafc.5b05214	http://dx.doi.org/10.1021/acs.jafc.5b05214													
J	Kelly, EL; Moen, P; Oakes, JM; Fan, W; Okechukwu, C; Davis, KD; Hammer, LB; Kossek, EE; King, RB; Hanson, GC; Mierzwa, F; Casper, LM				Kelly, Erin L.; Moen, Phyllis; Oakes, J. Michael; Fan, Wen; Okechukwu, Cassandra; Davis, Kelly D.; Hammer, Leslie B.; Kossek, Ellen Ernst; King, Rosalind Berkowitz; Hanson, Ginger C.; Mierzwa, Frank; Casper, Lynne M.			Changing Work and Work-Family Conflict: Evidence from the Work, Family, and Health Network	AMERICAN SOCIOLOGICAL REVIEW				Article									[Kelly, Erin L.; Moen, Phyllis; Fan, Wen] Univ Minnesota, Minneapolis, MN 55455 USA; [Oakes, J. Michael] Univ Minnesota, US Census Res Data Ctr, Minneapolis, MN 55455 USA; [Okechukwu, Cassandra] Harvard Univ, Sch Publ Hlth, Cambridge, MA 02138 USA; [Davis, Kelly D.] Penn State Univ, Broadly, PA USA; [Hammer, Leslie B.] Portland State Univ, Dept Psychol, Portland, OR 97207 USA; [Kossek, Ellen Ernst] Purdue Univ, Krannert Sch Management, W Lafayette, IN 47907 USA; [King, Rosalind Berkowitz] Eunice Kennedy Shriver Natl Inst Child Hlth & Hum, Populat Dynam Branch, Rockville, MD USA; [Hanson, Ginger C.] Kaiser Permanente, Ctr Hlth Res, Portland, OR USA; [Mierzwa, Frank] RTI Int, Pittsburgh, PA USA; [Casper, Lynne M.] Univ So Calif, Los Angeles, CA 90089 USA		Kelly, EL (通讯作者)，Univ Minnesota, Dept Sociol, 267 19th Ave South, Minneapolis, MN 55455 USA.	kelly101@umn.edu								222	224											JUN	2014	79	3					485	516		10.1177/0003122414531435	http://dx.doi.org/10.1177/0003122414531435													
J	Qiu, T; Chen, N; Li, KQ; Atiquzzaman, M; Zhao, WB				Qiu, Tie; Chen, Ning; Li, Keqiu; Atiquzzaman, Mohammed; Zhao, Wenbing			How Can Heterogeneous Internet of Things Build Our Future: A Survey	IEEE COMMUNICATIONS SURVEYS AND TUTORIALS				Article									[Qiu, Tie; Li, Keqiu] Tianjin Univ, Sch Comp Sci & Technol, Tianjin 300350, Peoples R China; [Qiu, Tie; Chen, Ning] Dalian Univ Technol, Sch Software, Dalian 116620, Peoples R China; [Atiquzzaman, Mohammed] Univ Oklahoma, Sch Comp Sci, Norman, OK 73019 USA; [Zhao, Wenbing] Cleveland State Univ, Dept Elect & Comp Engn, Cleveland, OH 44115 USA		Atiquzzaman, M (通讯作者)，Univ Oklahoma, Sch Comp Sci, Norman, OK 73019 USA.	qiutie@ieee.org; xnchenning@gmail.com; likeqiu@gmail.com; atiq@ou.edu; wenbing@ieee.org								218	220												2018	20	3					2011	2027		10.1109/COMST.2018.2803740	http://dx.doi.org/10.1109/COMST.2018.2803740													
J	Zhou, B; Li, WT; Chan, KW; Cao, YJ; Kuang, YH; Liu, X; Wang, X				Zhou, Bin; Li, Wentao; Chan, Ka Wing; Cao, Yijia; Kuang, Yonghong; Liu, Xi; Wang, Xiong			Smart home energy management systems: Concept, configurations, and scheduling strategies	RENEWABLE & SUSTAINABLE ENERGY REVIEWS				Review									[Zhou, Bin; Li, Wentao; Cao, Yijia; Kuang, Yonghong; Liu, Xi; Wang, Xiong] Hunan Univ, Coll Elect & Informat Engn, Changsha 410082, Hunan, Peoples R China; [Chan, Ka Wing] Hong Kong Polytech Univ, Dept Elect Engn, Hong Kong, Hong Kong, Peoples R China		Zhou, B (通讯作者)，Hunan Univ, Coll Elect & Informat Engn, Changsha 410082, Hunan, Peoples R China.	binzhou@hnu.edu.cn; yjcao@hnu.edu.cn								382	382											AUG	2016	61						30	40		10.1016/j.rser.2016.03.047	http://dx.doi.org/10.1016/j.rser.2016.03.047													
